timestamp_ms,engine_rpm,throttle_pos_pct,engine_load_pct,vehicle_speed_kmh,current_gear,lean_angle_deg,longitudinal_accel_g,lateral_accel_g,road_incline_deg,tire_press_psi,tire_temp_c,suggested_shift_action,optimal_shift_rpm,rider_style_label,hazard_alert_flag
282900,4690.7,17.8,23.1,51.6,2,8.3,0.06,0.18,-0.5,29.9,29.0,1,4455.5,0,0
283000,4303.3,46.9,33.8,58.1,3,9.6,0.26,0.14,-0.7,31.1,33.4,0,5974.8,1,0
283100,7192.1,46.3,37.4,79.1,2,6.7,0.29,0.13,1.3,31.0,33.3,1,6107.1,1,0
283200,4032.1,29.7,29.8,54.4,3,8.9,0.09,0.12,-4.1,30.4,28.8,0,4375.6,0,0
283300,3723.3,13.4,15.0,50.3,3,10.3,0.08,0.22,-0.1,30.5,28.6,0,4376.7,0,0
283400,4206.4,14.3,29.9,56.8,3,4.0,0.04,0.09,6.3,30.8,29.1,0,4841.8,0,0
283500,6825.9,60.8,46.8,109.2,4,13.5,0.32,0.24,-2.2,31.0,36.2,0,7661.5,2,0
283600,7800.4,58.1,59.1,144.3,5,23.3,0.24,0.38,3.7,30.8,36.9,0,8075.8,2,0
283700,4084.1,32.6,37.1,55.1,3,9.0,0.17,0.15,0.6,30.6,29.7,0,4674.2,0,0
283800,5512.5,30.1,28.1,60.6,2,0.4,0.21,0.0,-1.0,30.5,32.7,0,5892.2,1,0
283900,2017.2,36.1,28.8,22.2,2,10.8,0.2,0.2,-2.8,30.4,28.6,0,4419.3,0,0
284000,2973.2,13.3,24.4,55.0,5,7.6,-0.05,0.13,0.8,30.4,28.8,0,4531.0,0,0
284100,5578.2,40.4,58.3,89.3,4,1.8,0.1,0.0,4.1,31.2,32.9,0,6485.5,1,0
284200,5510.2,85.8,75.7,74.4,3,25.1,0.49,0.41,-0.5,31.4,36.8,0,8086.8,2,0
284300,7282.1,78.9,66.1,80.1,2,17.5,0.32,0.25,0.3,31.4,35.9,0,8006.4,2,0
284400,4070.2,62.6,65.9,54.9,3,2.5,0.21,0.09,3.0,31.2,33.7,0,6527.2,1,0
284500,5156.4,31.1,42.7,56.7,2,7.6,0.09,0.13,1.4,30.5,30.0,1,4773.8,0,0
284600,5511.2,62.9,55.2,102.0,5,8.4,0.26,0.14,-3.4,30.6,32.5,0,6108.5,1,0
284700,3890.4,24.5,23.6,72.0,5,13.2,0.11,0.23,0.7,30.7,28.9,0,4516.3,0,0
284800,6166.2,57.5,63.0,52.4,1,1.2,0.27,0.01,4.3,31.1,33.4,0,6548.4,1,0
284900,4487.4,38.0,37.4,60.6,3,7.6,0.19,0.12,0.4,30.6,29.8,0,4666.8,0,0
285000,5849.6,52.7,38.3,64.3,2,4.7,0.24,0.07,-6.4,30.7,32.5,1,5773.6,1,0
285100,3646.1,23.4,28.7,49.2,3,5.3,0.07,0.06,1.5,30.6,28.8,0,4610.6,0,0
285200,3906.5,13.4,23.0,72.3,5,17.2,0.02,0.26,0.0,30.4,29.7,0,4476.3,0,0
285300,4636.0,66.1,50.8,62.6,3,20.9,0.39,0.34,-4.1,31.4,37.7,0,7626.5,2,0
285400,4081.4,16.3,21.3,55.1,3,12.8,0.04,0.2,-3.7,30.3,28.2,0,4288.7,0,0
285500,4355.4,47.8,51.1,47.9,2,8.4,0.23,0.15,2.9,30.9,32.8,0,6345.9,1,0
285600,4624.3,39.9,36.6,85.5,5,7.6,0.18,0.09,-1.3,30.5,29.2,1,4579.8,0,0
285700,3434.5,18.1,22.7,55.0,4,1.2,0.05,0.0,-1.8,29.9,29.3,0,4392.4,0,0
285800,1558.6,14.2,22.8,21.0,3,15.6,0.09,0.26,0.4,30.6,28.9,0,4492.6,0,0
285900,4113.4,31.0,33.6,45.2,2,2.2,0.1,0.06,-1.1,30.2,28.7,0,4553.7,0,0
286000,6071.6,52.8,50.5,82.0,3,19.7,0.25,0.31,0.8,31.4,37.0,0,7839.2,2,0
286100,3364.4,11.9,24.3,70.7,6,5.1,0.06,0.08,-0.0,30.5,29.4,0,4490.9,0,0
286200,6567.1,89.6,76.7,88.7,3,23.7,0.45,0.38,-2.5,31.1,36.3,0,8007.7,2,0
286300,6411.9,50.8,46.6,86.6,3,0.2,0.25,0.01,-0.8,30.8,32.4,1,6124.4,1,0
286400,4117.8,11.4,24.7,55.6,3,8.4,0.03,0.19,1.6,30.4,29.3,0,4569.2,0,0
286500,3891.4,48.3,46.3,62.3,4,2.2,0.23,0.05,0.6,31.1,33.2,0,6182.3,1,0
286600,5448.0,60.4,58.1,73.5,3,5.3,0.28,0.07,0.3,30.7,33.1,0,6310.6,1,0
286700,3461.8,33.5,48.0,38.1,2,4.2,0.1,0.08,5.3,30.7,33.4,0,6416.6,1,0
286800,4295.5,25.2,34.1,68.7,4,9.2,0.07,0.16,2.3,30.6,29.4,0,4713.5,0,0
286900,4057.7,34.5,37.3,64.9,4,1.2,0.15,0.0,2.6,30.0,29.1,0,4766.6,0,0
287000,4799.2,89.6,72.6,76.8,4,4.8,0.45,0.01,0.1,31.2,37.1,0,8074.8,2,0
287100,6031.7,63.5,60.7,111.6,5,10.4,0.3,0.19,1.1,31.2,36.8,0,7975.8,2,0
287200,6604.1,89.3,73.0,89.2,3,11.2,0.46,0.16,-0.6,31.1,37.0,0,8050.1,2,0
287300,3426.0,33.7,43.9,29.1,1,10.3,0.07,0.21,2.4,30.1,29.2,0,4836.8,0,0
287400,5397.2,57.5,47.5,113.3,6,5.1,0.3,0.09,0.2,30.7,33.3,0,6180.4,1,0
287500,4188.7,36.1,44.2,56.5,3,9.6,0.16,0.16,1.1,30.8,32.1,0,6178.1,1,0
287600,6010.6,27.2,32.2,96.2,4,10.3,0.13,0.17,0.9,30.5,33.1,0,6027.0,1,0
287700,3287.0,13.2,17.3,52.6,4,9.8,0.07,0.15,0.5,30.2,29.4,0,4428.3,0,0
287800,6346.4,26.7,42.3,85.7,3,10.7,0.05,0.14,7.8,30.6,33.1,0,6461.0,1,0
287900,3451.2,31.8,30.9,38.0,2,9.9,0.16,0.15,-1.2,30.6,30.0,0,4518.6,0,0
288000,3377.7,32.5,34.2,54.0,4,5.2,0.15,0.04,-1.2,30.2,29.1,0,4556.6,0,0
288100,5161.6,63.7,56.9,95.5,5,20.0,0.22,0.35,2.2,31.3,37.2,0,7983.7,2,0
288200,3930.1,23.4,22.0,62.9,4,10.9,0.18,0.19,-1.0,30.6,29.5,0,4419.1,0,0
288300,5291.3,17.8,21.7,71.4,3,9.1,0.03,0.14,-0.2,30.5,29.0,1,4449.6,0,0
288400,4061.0,37.3,33.9,44.7,2,11.5,0.19,0.2,-2.2,30.4,30.4,0,4506.5,0,0
288500,7510.8,92.0,85.0,63.8,1,26.3,0.32,0.45,1.7,31.6,37.1,0,8297.7,2,0
288600,6286.1,26.7,34.2,84.9,3,8.5,0.16,0.08,1.8,31.2,32.4,1,6090.1,1,0
288700,3565.6,10.9,16.1,48.1,3,3.0,0.01,0.04,-0.3,30.2,28.5,0,4380.7,0,0
288800,5973.9,52.8,54.6,125.5,6,25.6,0.21,0.4,2.3,30.8,37.1,0,7958.7,2,0
288900,6167.5,78.4,62.0,98.7,4,19.8,0.34,0.32,-4.1,31.3,37.4,0,7757.0,2,0
289000,3836.5,30.1,29.3,61.4,4,5.5,0.11,0.07,-1.3,30.6,28.8,0,4494.9,0,0
289100,5241.8,50.7,48.6,70.8,3,11.6,0.24,0.21,0.1,30.4,33.9,0,6186.5,1,0
289200,4737.6,37.6,25.2,52.1,2,9.8,0.27,0.19,-2.4,31.0,33.6,0,5793.5,1,0
289300,5489.7,44.1,39.8,115.3,6,2.0,0.25,0.03,-3.9,30.6,33.4,0,5903.5,1,0
289400,4733.8,17.8,25.0,63.9,3,4.6,0.11,0.11,-0.3,30.7,29.6,1,4488.3,0,0
289500,8680.4,79.8,79.9,95.5,2,21.1,0.3,0.36,2.2,31.0,37.8,1,8259.1,2,0
289600,6321.5,49.8,50.8,85.3,3,16.3,0.23,0.26,3.7,30.9,33.0,0,6375.9,1,0
289700,4579.4,33.1,35.5,84.7,5,11.2,0.12,0.19,-0.9,30.5,29.3,0,4587.2,0,0
289800,3878.9,22.4,23.4,71.8,5,3.7,0.04,0.05,2.3,30.3,28.7,0,4585.2,0,0
289900,3524.2,22.2,23.3,30.0,1,6.2,0.07,0.12,2.1,29.9,30.4,0,4573.9,0,0
290000,4076.4,39.0,44.7,75.4,5,8.7,0.17,0.17,3.5,30.3,29.0,0,4895.8,0,0
290100,5877.8,63.4,54.6,64.7,2,8.7,0.28,0.17,-0.4,30.6,32.3,0,6237.8,1,0
290200,3423.5,37.8,35.4,29.1,1,8.0,0.19,0.14,-4.0,30.1,29.0,0,4444.6,0,0
290300,4092.5,19.0,30.2,75.7,5,2.6,0.0,0.08,0.7,30.3,29.0,0,4592.3,0,0
290400,6014.2,28.9,33.2,111.3,5,4.8,0.24,0.08,-2.0,30.9,33.6,1,5906.6,1,0
290500,4554.7,21.9,26.5,72.9,4,8.3,0.1,0.16,-1.3,30.6,29.6,1,4458.5,0,0
290600,4789.8,69.6,64.3,76.6,4,22.6,0.3,0.34,-0.3,31.6,37.7,0,7960.5,2,0
290700,3885.0,27.5,24.9,71.9,5,11.9,0.11,0.21,-0.3,30.6,29.2,0,4483.1,0,0
290800,3715.8,17.4,30.2,59.5,4,1.9,-0.02,0.05,0.9,30.7,29.5,0,4601.0,0,0
290900,2730.4,33.8,44.4,50.5,5,13.4,0.05,0.21,2.3,30.3,28.2,0,4834.7,0,0
291000,4074.7,24.9,22.4,65.2,4,17.5,0.11,0.3,-0.4,30.6,29.1,0,4449.9,0,0
291100,4022.0,10.2,22.2,84.5,6,8.9,0.03,0.15,1.5,30.1,30.1,0,4533.6,0,0
291200,5650.0,34.1,34.4,118.6,6,3.3,0.09,0.11,0.5,31.2,34.1,0,6036.7,1,0
291300,5367.7,72.4,76.8,59.0,2,20.4,0.27,0.34,2.8,31.5,36.9,0,8249.6,2,0
291400,3482.6,17.5,19.3,64.4,5,5.4,0.08,0.01,0.0,30.5,29.2,0,4432.7,0,0
291500,6403.2,45.8,45.3,86.4,3,3.1,0.15,0.01,0.3,30.7,33.2,1,6157.2,1,0
291600,4933.5,45.7,44.2,66.6,3,8.6,0.25,0.14,-0.4,31.0,32.6,0,6110.8,1,0
291700,7503.6,52.9,49.6,120.1,4,26.4,0.26,0.38,0.1,31.6,37.4,0,7799.9,2,0
291800,4937.9,12.3,25.2,42.0,1,16.7,0.01,0.27,-1.5,31.0,29.1,1,4436.6,0,0
291900,4613.1,38.1,42.3,62.3,3,4.0,0.17,0.09,-1.7,30.4,28.7,0,4630.8,0,0
292000,3391.7,20.8,23.4,62.7,5,7.6,0.05,0.15,2.4,30.3,28.5,0,4590.9,0,0
292100,4740.2,27.5,28.6,52.1,2,7.5,0.08,0.15,-2.2,30.7,33.8,0,5843.7,1,0
292200,7223.2,89.2,76.4,97.5,3,27.7,0.5,0.39,-0.3,31.3,36.5,0,8102.8,2,0
292300,3640.8,36.7,46.3,67.4,5,8.3,0.23,0.16,3.0,30.5,29.6,0,4892.8,0,0
292400,2553.7,33.6,35.3,34.5,3,9.8,0.13,0.17,-0.4,30.6,29.8,0,4607.0,0,0
292500,7409.8,82.4,73.2,100.0,3,20.0,0.39,0.4,2.6,31.1,37.0,0,8194.3,2,0
292600,8508.8,65.0,52.9,114.9,3,10.9,0.3,0.16,-1.0,31.3,37.6,1,7790.5,2,0
292700,7926.3,61.3,50.5,107.0,3,27.5,0.35,0.46,-2.1,31.3,36.5,1,7710.8,2,0
292800,5019.8,27.2,23.6,80.3,4,1.4,0.23,0.0,-3.5,30.9,33.7,0,5726.4,1,0
292900,3179.7,23.8,35.5,58.8,5,0.9,0.05,0.0,3.8,30.5,29.7,0,4795.7,0,0
293000,4586.0,59.0,47.7,61.9,3,6.9,0.23,0.14,-2.3,31.1,33.4,0,6067.4,1,0
293100,4817.3,30.1,43.6,89.1,5,9.3,0.15,0.11,2.4,30.8,33.5,0,6230.2,1,0
293200,2994.7,24.7,27.0,40.4,3,7.1,0.14,0.09,-2.0,30.6,29.4,0,4434.5,0,0
293300,4259.7,40.8,50.9,57.5,3,5.5,0.23,0.1,3.8,30.9,32.7,0,6381.4,1,0
293400,4271.1,42.4,52.1,68.3,4,8.5,0.18,0.13,6.0,31.2,33.5,0,6496.0,1,0
293500,4102.2,15.8,15.0,65.6,4,15.6,-0.03,0.26,-3.7,30.6,29.5,0,4212.8,0,0
293600,5496.6,46.5,44.5,87.9,4,8.1,0.15,0.14,-2.2,31.0,33.6,0,6034.0,1,0
293700,4829.7,28.7,32.0,41.1,1,18.0,0.21,0.29,2.4,31.1,33.3,0,6092.9,1,0
293800,8336.5,82.1,66.7,91.7,2,11.3,0.4,0.12,1.8,31.0,37.3,1,8080.4,2,0
293900,3239.7,33.7,41.9,35.6,2,6.4,0.09,0.11,2.4,30.6,29.7,0,4812.9,0,0
294000,2669.4,33.1,30.1,29.4,2,8.3,0.06,0.16,-0.9,30.6,27.7,0,4519.6,0,0
294100,3476.1,63.8,66.4,55.6,4,5.1,0.31,0.1,5.5,30.6,33.7,0,6642.7,1,0
294200,3157.9,31.9,38.1,26.8,1,7.7,0.13,0.07,0.8,30.5,29.1,0,4693.1,0,0
294300,5035.7,52.1,40.8,80.6,4,2.0,0.2,0.01,-2.5,31.2,33.4,0,5974.8,1,0
294400,5101.4,54.7,44.4,56.1,2,10.6,0.22,0.2,-0.1,30.6,32.9,0,6126.9,1,0
294500,4894.8,21.8,26.7,66.1,3,4.1,0.05,0.11,-2.5,30.7,29.9,1,4407.6,0,0
294600,7432.1,43.4,50.4,100.3,3,3.8,0.2,0.06,4.5,30.9,33.8,1,6406.2,1,0
294700,7362.4,36.0,39.9,81.0,2,7.7,0.24,0.08,-1.2,30.7,33.4,1,6027.5,1,0
294800,2986.5,18.9,29.8,55.2,5,3.6,0.05,0.04,1.7,30.6,28.8,0,4635.7,0,0
294900,5653.6,87.0,76.6,48.1,1,26.0,0.49,0.39,-0.7,31.3,36.8,0,8089.2,2,0
295000,7863.0,55.3,50.3,106.1,3,14.6,0.26,0.24,-1.0,31.4,37.3,1,7756.6,2,0
295100,5720.7,48.4,39.3,105.8,5,14.1,0.2,0.23,-4.3,30.7,32.7,0,5878.6,1,0
295200,5094.7,51.1,56.5,81.5,4,6.0,0.29,0.08,2.0,30.8,33.8,0,6367.3,1,0
295300,6327.0,56.0,62.0,69.6,2,18.1,0.26,0.24,3.7,30.3,33.4,0,6512.6,1,0
295400,7192.7,93.2,74.3,97.1,3,11.8,0.52,0.16,-1.8,31.3,37.2,0,8011.6,2,0
295500,4434.5,29.2,27.8,71.0,4,5.2,0.15,0.1,-3.4,31.0,33.1,0,5782.6,1,0
295600,4581.0,39.5,41.7,96.2,6,8.8,0.29,0.14,2.5,30.6,33.5,0,6213.0,1,0
295700,4543.2,89.1,69.1,84.0,5,10.2,0.45,0.16,-3.6,31.1,37.3,0,7866.0,2,0
295800,3171.8,21.1,34.5,42.8,3,6.4,0.09,0.07,3.5,30.6,29.5,0,4774.0,0,0
295900,5774.5,85.3,68.3,121.3,6,38.4,0.38,0.63,-1.8,31.3,36.8,0,7940.2,2,0
296000,3208.5,15.2,17.9,27.3,1,2.0,0.11,0.0,-2.3,30.6,28.9,0,4313.2,0,0
296100,3550.4,18.0,27.0,30.2,1,13.3,0.06,0.27,1.1,30.5,30.4,0,4574.5,0,0
296200,4283.1,25.1,23.7,79.2,5,7.4,0.15,0.13,-2.1,30.4,29.9,0,4389.7,0,0
296300,6047.8,68.6,62.1,66.5,2,5.1,0.39,0.07,-1.3,31.0,37.2,0,7887.8,2,0
296400,7013.5,63.3,58.2,59.6,1,25.0,0.3,0.39,1.4,31.0,37.0,0,7960.6,2,0
296500,5331.2,51.4,42.3,58.6,2,16.8,0.28,0.27,-5.6,30.6,33.0,0,5856.8,1,0
296600,5272.7,62.0,65.3,71.2,3,5.8,0.34,0.11,4.6,30.6,33.1,0,6590.8,1,0
296700,4518.9,49.7,49.1,72.3,4,3.0,0.18,0.05,0.6,30.8,33.2,0,6216.2,1,0
296800,7296.4,70.9,54.7,116.7,4,9.2,0.36,0.19,-2.7,31.1,37.6,0,7733.1,2,0
296900,5174.2,56.7,47.9,56.9,2,7.8,0.19,0.09,-2.0,31.1,34.4,0,6082.9,1,0
297000,3093.9,19.3,30.6,41.8,3,10.8,0.06,0.2,3.0,30.3,30.5,0,4701.1,0,0
297100,4350.2,17.4,30.8,80.5,5,11.3,0.1,0.21,2.0,30.7,30.4,0,4659.2,0,0
297200,6349.3,37.4,43.9,117.5,5,7.2,0.06,0.09,4.0,30.7,33.0,1,6305.0,1,0
297300,6801.8,35.0,38.1,91.8,3,1.9,0.11,0.04,-1.2,31.0,33.9,1,6003.4,1,0
297400,4738.7,28.0,30.2,99.5,6,15.1,0.06,0.25,1.2,30.5,29.6,0,4618.6,0,0
297500,3790.2,37.5,42.3,60.6,4,5.7,0.2,0.11,1.6,30.5,29.4,0,4777.7,0,0
297600,8114.1,50.6,50.0,69.0,1,29.3,0.25,0.47,2.2,31.2,37.5,1,7900.4,2,0
297700,4600.1,10.1,29.7,39.1,1,6.3,0.06,0.1,3.3,30.4,29.8,0,4705.9,0,0
297800,5470.3,42.1,44.7,60.2,2,2.9,0.23,0.04,-1.3,31.1,33.7,0,6078.6,1,0
297900,7671.2,72.3,65.7,122.7,4,21.0,0.31,0.34,0.2,31.2,37.6,0,7998.6,2,0
298000,4575.2,10.5,15.0,50.3,2,4.5,0.03,0.05,-1.0,30.2,29.7,1,4333.9,0,0
298100,3910.4,21.8,21.0,52.8,3,1.5,0.08,0.0,0.4,30.5,29.5,0,4468.3,0,0
298200,4744.0,35.1,41.9,40.3,1,3.9,0.22,0.06,2.2,30.8,33.1,0,6203.9,1,0
298300,6491.7,87.3,69.7,120.1,5,0.5,0.45,0.03,-3.6,31.1,37.2,0,7873.3,2,0
298400,5975.0,46.3,54.1,80.7,3,0.8,0.24,0.0,3.3,30.8,32.2,0,6396.2,1,0
298500,9083.6,94.7,70.9,145.0,5,33.3,0.51,0.54,-2.3,31.4,37.9,1,7945.2,2,0
298600,4494.6,28.0,31.1,83.2,5,1.8,0.1,0.0,-0.3,30.6,29.0,0,4560.8,0,0
298700,4196.6,45.2,52.1,35.7,1,4.4,0.14,0.05,3.6,31.0,33.4,0,6387.6,1,0
298800,4195.5,29.5,30.9,56.6,3,8.8,0.15,0.16,1.3,31.0,33.5,0,6029.8,1,0
298900,5619.6,89.3,79.8,47.8,1,9.5,0.49,0.2,1.3,31.2,37.7,0,8218.8,2,0
299000,4329.7,14.6,15.0,80.1,5,4.2,0.08,0.09,-2.5,30.3,29.7,1,4269.7,0,0
299100,6537.2,58.7,46.9,88.3,3,16.1,0.23,0.25,-2.1,31.2,37.9,0,7668.1,2,0
299200,6269.5,27.0,33.3,53.3,1,10.9,0.14,0.22,2.9,30.6,33.3,1,6127.6,1,0
299300,4173.2,24.7,25.7,45.9,2,6.8,0.08,0.12,-1.0,30.4,28.9,0,4465.0,0,0
299400,5098.0,31.2,37.0,68.8,3,7.0,0.04,0.11,-0.7,30.1,29.5,1,4610.7,0,0
299500,7066.2,77.0,71.7,130.7,5,26.7,0.44,0.42,2.9,31.5,37.2,0,8190.9,2,0
299600,3388.3,29.9,25.2,54.2,4,3.6,0.1,0.07,-2.1,30.6,29.8,0,4407.0,0,0
299700,3359.3,28.8,37.0,62.1,5,7.9,0.18,0.14,1.2,30.6,29.7,0,4696.3,0,0
299800,4332.8,30.0,37.7,58.5,3,17.6,0.19,0.25,0.6,30.8,29.0,0,4679.5,0,0
299900,5513.3,88.9,80.8,46.9,1,28.9,0.44,0.45,0.5,31.2,37.7,0,8192.0,2,0
300000,6902.5,47.6,49.7,145.0,6,17.4,0.17,0.28,-0.8,30.5,33.0,0,6160.8,1,0
300100,5354.4,25.9,28.5,45.5,1,0.6,0.17,0.0,-0.9,31.0,33.3,0,5899.1,1,0
300200,3893.2,12.0,15.6,72.0,5,5.7,0.01,0.13,-2.2,30.4,29.4,0,4288.9,0,0
300300,6558.2,56.3,52.5,88.5,3,7.0,0.26,0.13,1.7,30.5,32.6,1,6306.7,1,0
300400,5735.7,43.8,46.4,48.8,1,0.0,0.18,0.0,-1.2,31.2,34.1,0,6103.8,1,0
300500,5385.4,54.4,55.7,86.2,4,23.3,0.22,0.42,2.9,31.4,37.2,0,7999.5,2,0
300600,6291.4,82.1,70.3,132.1,6,22.5,0.41,0.39,-0.1,31.5,37.0,0,8040.5,2,0
300700,5030.8,31.5,28.2,105.6,6,3.3,0.06,0.03,-2.1,30.3,29.4,0,4442.1,0,0
300800,5015.1,57.2,55.3,55.2,2,7.3,0.23,0.09,-0.1,30.7,33.1,0,6258.9,1,0
300900,3287.0,37.1,37.2,36.2,2,15.1,0.12,0.24,-0.5,30.8,30.8,0,4623.0,0,0
301000,4041.1,55.0,57.4,64.7,4,10.1,0.27,0.12,3.0,30.8,33.8,0,6425.2,1,0
301100,3713.9,25.8,27.3,59.4,4,11.2,0.15,0.22,-0.4,30.3,28.8,0,4508.1,0,0
301200,4327.3,10.1,16.4,69.2,4,8.4,0.02,0.12,-0.2,30.6,30.0,0,4388.7,0,0
301300,3592.0,19.3,31.1,39.5,2,2.4,0.09,0.06,4.0,30.7,28.9,0,4755.0,0,0
301400,4397.6,32.6,43.3,92.3,6,6.1,0.12,0.1,1.8,30.4,33.7,0,6199.5,1,0
301500,4782.3,20.0,26.2,76.5,4,7.1,0.06,0.1,4.7,30.4,30.2,1,4723.7,0,0
301600,4774.6,37.5,46.5,88.3,5,5.8,0.17,0.11,3.6,30.6,33.4,0,6321.8,1,0
301700,3030.4,26.3,31.0,40.9,3,5.5,0.12,0.1,-1.7,30.6,29.0,0,4494.6,0,0
301800,4463.7,12.4,17.3,60.3,3,9.7,-0.01,0.15,3.0,30.2,29.5,0,4541.1,0,0
301900,5567.3,52.8,57.1,116.9,6,11.8,0.28,0.19,4.3,30.9,33.0,0,6479.3,1,0
302000,4027.8,19.1,36.1,64.4,4,13.9,-0.02,0.25,4.3,29.9,28.4,0,4827.6,0,0
302100,4288.2,21.5,28.5,79.3,5,6.6,0.02,0.08,3.0,30.7,30.0,0,4675.1,0,0
302200,4931.2,49.8,53.7,103.6,6,13.7,0.16,0.28,2.9,31.1,33.8,0,6375.2,1,0
302300,4108.9,29.9,28.2,65.7,4,6.4,0.14,0.11,-0.3,30.4,29.0,0,4526.9,0,0
302400,3926.3,23.4,24.8,53.0,3,7.6,0.18,0.13,-1.6,30.1,29.9,0,4425.9,0,0
302500,4123.3,27.3,34.9,35.0,1,9.1,0.17,0.16,-0.4,30.5,29.6,0,4601.9,0,0
302600,7046.1,93.1,80.0,59.9,1,4.5,0.4,0.07,-3.7,31.3,37.2,0,7995.5,2,0
302700,3626.2,41.3,48.9,39.9,2,16.9,0.17,0.25,3.9,30.9,33.8,0,6360.4,1,0
302800,3119.9,62.8,51.6,34.3,2,0.6,0.24,0.02,-0.2,31.0,33.4,0,6209.8,1,0
302900,6504.0,42.0,47.0,71.5,2,5.7,0.14,0.09,3.7,30.4,32.7,1,6331.6,1,0
303000,3739.3,20.4,15.0,50.5,3,9.7,0.2,0.18,-2.6,30.7,30.6,0,4264.0,0,0
303100,3380.0,15.6,26.3,45.6,3,1.5,0.04,0.03,3.2,30.8,30.4,0,4660.1,0,0
303200,4988.8,45.7,46.8,67.3,3,0.6,0.26,0.0,-0.7,30.5,34.1,0,6128.8,1,0
303300,4411.0,15.2,15.0,37.5,1,6.1,0.11,0.09,-2.7,30.1,29.5,1,4258.0,0,0
303400,4486.8,34.2,43.1,38.1,1,2.2,0.1,0.06,4.6,30.5,30.3,0,4922.5,0,0
303500,5146.4,26.4,32.4,82.3,4,10.0,0.06,0.15,3.3,30.2,29.3,1,4735.9,0,0
303600,3574.6,20.2,34.2,48.3,3,3.5,0.06,0.09,1.0,30.5,28.9,0,4656.9,0,0
303700,6723.7,93.8,83.0,90.8,3,12.9,0.44,0.19,0.6,31.3,37.1,0,8222.5,2,0
303800,3711.8,32.2,40.4,59.4,4,14.4,0.17,0.23,1.6,30.7,30.3,0,4757.1,0,0
303900,5676.8,60.6,58.4,105.0,5,16.8,0.26,0.32,1.0,30.4,33.0,0,6344.9,1,0
304000,3359.6,24.0,28.4,45.4,3,8.6,0.14,0.15,-1.5,30.3,29.0,0,4473.8,0,0
304100,6398.0,61.4,59.4,102.4,4,30.0,0.25,0.52,-0.5,31.2,37.4,0,7888.8,2,0
304200,4564.4,27.9,40.8,95.9,6,13.9,0.1,0.26,5.4,30.1,29.0,0,4932.8,0,0
304300,4089.2,20.7,36.3,75.7,5,8.3,0.01,0.06,7.2,30.3,29.7,0,4958.9,0,0
304400,5553.1,46.4,49.0,75.0,3,8.3,0.12,0.12,4.4,31.0,34.3,0,6385.8,1,0
304500,6268.5,50.4,57.9,100.3,4,9.6,0.17,0.21,1.7,30.9,34.6,0,6370.6,1,0
304600,3640.8,29.0,34.4,40.0,2,1.7,0.14,0.01,-0.3,30.6,29.7,0,4597.2,0,0
304700,4814.9,27.2,18.8,77.0,4,1.0,0.21,0.03,-1.5,30.1,29.7,1,4358.3,0,0
304800,5899.4,22.7,23.6,123.9,6,11.0,0.09,0.21,-1.3,30.5,29.6,0,4423.6,0,0
304900,3359.3,10.5,18.0,45.4,3,4.9,0.06,0.13,-0.9,30.4,29.6,0,4375.7,0,0
305000,4646.5,28.6,48.7,86.0,5,9.9,0.07,0.15,5.9,30.4,29.3,0,5049.4,0,0
305100,5243.3,30.5,37.5,70.8,3,6.9,0.1,0.14,5.0,30.7,33.0,0,6275.2,1,0
305200,4169.0,33.1,40.8,87.5,6,12.5,0.19,0.23,2.4,30.4,30.6,0,4795.8,0,0
305300,4700.5,39.4,34.6,75.2,4,15.3,0.25,0.22,-1.9,30.4,29.2,1,4529.2,0,0
305400,4404.4,33.4,35.2,37.4,1,8.0,0.22,0.16,2.7,30.9,34.4,0,6144.8,1,0
305500,7455.4,55.0,56.4,119.3,4,18.1,0.29,0.32,-0.1,31.1,37.9,0,7872.8,2,0
305600,5415.9,46.4,32.2,59.6,2,7.0,0.22,0.12,-4.9,30.9,33.8,0,5766.2,1,0
305700,3898.3,17.1,28.9,33.1,1,13.6,0.02,0.25,1.2,30.6,30.4,0,4601.4,0,0
305800,4245.3,11.0,15.0,78.5,5,0.5,-0.04,0.04,-1.6,30.1,29.6,0,4307.8,0,0
305900,5882.5,73.5,60.4,64.7,2,8.0,0.45,0.12,-1.5,31.3,37.7,0,7856.6,2,0
306000,3067.1,18.6,26.0,49.1,4,5.1,-0.01,0.12,-0.1,30.2,29.0,0,4506.7,0,0
306100,4156.4,17.9,25.0,45.7,2,10.2,0.07,0.23,-0.7,30.2,28.9,0,4465.9,0,0
306200,5582.2,61.2,58.4,61.4,2,6.5,0.2,0.18,0.4,31.0,33.0,0,6319.5,1,0
306300,5163.2,35.8,41.3,108.4,6,9.1,0.2,0.15,0.3,30.4,34.3,0,6109.3,1,0
306400,4390.9,50.5,39.2,59.3,3,5.2,0.27,0.12,-4.2,30.8,33.2,0,5881.6,1,0
306500,3146.3,13.8,33.6,50.3,4,7.2,0.09,0.12,4.3,30.7,29.4,0,4797.1,0,0
306600,3610.2,34.2,33.5,57.8,4,13.1,0.17,0.18,-2.0,30.4,30.3,0,4514.4,0,0
306700,8100.9,81.5,70.6,129.6,4,21.1,0.42,0.34,-1.9,31.4,37.2,1,7963.1,2,0
306800,3518.5,13.9,21.3,65.1,5,1.8,0.07,0.04,-0.3,30.6,30.2,0,4441.0,0,0
306900,5013.3,63.5,60.0,80.2,4,9.4,0.36,0.15,0.2,30.4,33.2,0,6330.5,1,0
